id,CZE,ENG,FIN,FRE,GER,ITA,POL,POR,RUS,SPA,SWE,SCR,NOR,DUT,LAV
C3658218,nocebo efekt,Nocebo Effect,,Effet nocebo,Nocebo-Effekt,Effetto nocebo,Efekt nocebo,Efeito Nocebo,НОЦЕБО ЭФФЕКТ,Efecto Nocebo,Noceboeffekt,,Noceboeffekt,,
C0887981,,,,,,,,,,,,,,Transplantaattolerantie,
C0949576,Rudiviridae,Rudiviridae,Rudiviridae,Rudiviridae,Rudiviridae,Rudiviridae,Rudiviridae,Rudiviridae,RUDIVIRIDAE,Rudiviridae,Rudiviridae,,Rudiviridae,Rudiviridae,
C0600673,statistiky,Statistics,Tilastotiede,Statistiques,Statistik [Dokumenttyp],Statistiche,Statystyka-typ publikacji,Estatística,СТАТИСТИКА,Estadística,Statistik [Publikationstyp],STATISTIKA,"Statistikk, publikasjonstype",,
C0085882,,,,,,,,,,,,,,Sterfhulp,
C1136079,Eurycoma,Eurycoma,Eurycoma,Eurycoma,Eurycoma,Eurycoma,Eurycoma,Eurycoma,EURYCOMA,Eurycoma,Eurycoma,,Eurycoma,Eurycoma,
C0014124,endokard,Endocardium,Sydämen sisäkalvo,Endocarde,Endokard,Endocardio,Wsierdzie,Endocárdio,ЭНДОКАРД,Endocardio,Hjärtats innerhinna,ENDOKARD,Endokard,Endocard,Endokards
C0751507,,,,,,,,,,,,,,Slaapfragmentatie,
C0116190,enoximon,Enoximone,Enoksimoni,Énoximone,Enoximon,Enossimone,Enoksymon,Enoximona,ЭНОКСИМОН,Enoximona,Enoximon,,,,
C0020490,hypermetropie,Hyperopia,Kaukotaittoisuus,Hypermétropie,Hyperopie,Iperopia,Nadwzroczność,Hiperopia,ГИПЕРМЕТРОПИЯ,Hiperopía,Översynthet,HIPEROPIJA,Hypermetropi,Verziendheid,
C0001857,komplex příbuzný AIDS,AIDS-Related Complex,AIDS-related complex,Syndrome pré-SIDA,AIDS-Related Complex,Complesso di sintomi correlati all'AIDS,Zespół związany z AIDS,Complexo Relacionado com a AIDS,СПИД-СВЯЗАННЫЙ КОМПЛЕКС,Complejo Relacionado con el SIDA,AIDS-relaterat komplex,,Aidsrelatert kompleks,Lymfadenopathie syndroom,
C0023885,absces jater,Liver Abscess,Maksapaise,Abcès du foie,Leberabszeß,Ascesso epatico,Ropień wątroby,Abscesso Hepático,ПЕЧЕНИ АБСЦЕСС,Absceso Hepático,Leverabscess,JETRENI APSCES,Leverabscess,"Abces, lever-",
C1001002,,,,,,,,,,,,,,Clivia,
C4318440,chemokin CXCL16,Chemokine CXCL16,,Chimiokine CXCL16,Chemokin CXCL16,Chemiochina CXCL16,Chemokina CXCL16,Quimiocina CXCL16,ХЕМОКИН CXCL16,Quimiocina CXCL16,Not Translated[Chemokine CXCL16],,,,
C0016735,zánět čelní dutiny,Frontal Sinusitis,Otsaontelotulehdus,Sinusite frontale,Sinusitis frontalis,Sinusite frontale,Zapalenie zatok czołowych,Sinusite Frontal,ФРОНТАЛЬНЫЙ СИНУСИТ,Sinusitis Frontal,Pannhålesinuit,,Pannehulesinusitt,Sinusitis frontalis,
C0036088,sliny umělé,"Saliva, Artificial",Keinosylki,Salive artificielle,"Speichel, künstlicher",Saliva artificiale,Ślina sztuczna,Saliva Artificial,СЛЮНА ИСКУССТВЕННАЯ,Saliva Artificial,Konstgjord saliv,,Kunstig spytt,,
C0288472,inhibitor p21 cyklin-dependentní kinasy,Cyclin-Dependent Kinase Inhibitor p21,Cdk-inhibiittori p21,Inhibiteur p21 de kinase cycline-dépendante,Cyclin-abhängige-Kinase-Inhibitor p21,Inibitore p21 della chinasi ciclinodipendente,Inhibitor p21 kinazy cyklinozależnej,Inibidor de Quinase Dependente de Ciclina p21,ЦИКЛИН-ЗАВИСИМОЙ КИНАЗЫ ИНГИБИТОР P21,Inhibidor p21 de las Quinasas Dependientes de la Ciclina,Cyklinberoendekinashämmare p21,"KINAZA OVISNA O CIKLINU, INHIBITOR P21",,,
C2936467,nanodiamanty,Nanodiamonds,,Nanodiamants,Nanodiamanten,Nanodiamanti,Nanodiamenty,Nanodiamantes,НАНОАЛМАЗЫ,Nanodiamantes,Nanodiamanter,,Nanodiamanter,,
C0021815,meziobratlová ploténka,Intervertebral Disc,Nikamavälilevy,Disque intervertébral,Bandscheibe,Disco intervertebrale,Krążek międzykręgowy,Disco Intervertebral,МЕЖПОЗВОНКОВЫЕ ДИСКИ,Disco Intervertebral,Mellankotskiva,INTERVERTEBRALNI DISK,Discus intervertebralis,,
C0041280,,,,,,,,,,,,,,Buiscaecostomie,
C0206691,elektroporace,Electroporation,Elektroporaatio,Électroporation,Elektroporation,Elettroporazione,Elektroporacja,Eletroporação,ЭЛЕКТРОПОРАЦИЯ,Electroporación,Elektroporering,,Elektroporering,Elektroporatie,
C0014834,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,Escherichia coli,ESCHERICHIA COLI,Escherichia coli,Kolibakterie,ESCHERICHIA COLI,Escherichia coli,E. coli,
C0042291,kyselina valproová,Valproic Acid,Valproiinihappo,Acide valproïque,Valproinsäure,Acido valproico,Kwas walproinowy,Ácido Valproico,ВАЛПРОЕВАЯ КИСЛОТА,Ácido Valproico,Valproinsyra,,,,
C0079183,cykliny,Cyclins,Sykliinit,Cyclines,Cycline,Cicline,Cykliny,Ciclinas,ЦИКЛИНЫ,Ciclinas,Cykliner,Not Translated[Cyclins],Cykliner,,
C0011951,diamfenetid,Diamfenetide,Diamfenetidi,Diamfénétide,Diamfenetid,Diamfenetide,Diamfenetydyna,Diamfenetida,ДИАМФЕНЕТИД,Diamfenetida,Diamfenetid,,,,
C0016965,Galago,Galago,Galago,Galago,Galago,Galago,Galago,Galago,ГАЛАГО,Galago,Galago,,Galago,Galago's,
C0039755,Thelazioidea,Thelazioidea,Thelazioidea,Thelazioidea,Thelazioidea,Thelazioidea,Thelazioidea,Thelazioidea,THELAZIOIDEA,Thelazioidea,Thelazioidea,,Thelazioidea,Thelazioidea,
C1074238,Sideritis,Sideritis,Sideritis,Sideritis,Sideritis,Sideritis,Sideritis,Sideritis,СИДЕРИТ,Sideritis,Sideritis,,Sideritis,Sideritis syriaca,
C0016344,fluorodeoxyuridylát,Fluorodeoxyuridylate,Fluorodeoksiuridylaatti,Désoxyfluorouridylate,Fluordesoxyuridylat,Fluorodeossiuridilato,Fluorodezoksyurydylan,Fluordesoxiuridilato,ФТОРДЕЗОКСИУРИДИЛАТ,Fluorodesoxiuridilato,Fluordeoxiuridylat,,,,
C0013058,lékové formy,Dosage Forms,Lääkemuodot,Formes posologiques,Applikationsformen,Forme farmaceutiche,Postaci leków,Formas de Dosagem,ЛЕКАРСТВЕННЫЕ ФОРМЫ,Formas de Dosificación,Beredningsformer,DOZIRANJE LIJEKOVA,Legemiddelformer,"Voorschrift, doserings-",
C1579759,protein DC-LAMP,Lysosomal-Associated Membrane Protein 3,,Protéine-3 de membrane associée au lysosome,Lysosomen-assoziiertes Membranprotein 3,Proteina di membrana 3 associata ai lisosomi,Białko LAMP 3,Proteína 3 de Membrana Associada ao Lisossomo,ЛИЗОСОМА-АССОЦИИРОВАННЫЙ МЕМБРАННЫЙ БЕЛОК 3,Proteína 3 de la Membrana Asociada a Lisosoma,Lysosomalassocierat membranprotein 3,,,,
C0039013,,,,,,,,,,,,,,Circulerende bedden,
C0003045,komise pro péči o zvířata (USA),Animal Care Committees,Koe-eläintoimikunnat,Comités de protection des animaux,Tierschutzkommissionen,Comitati per la tutela degli animali,Komitety ochrony zwierząt,Comitês de Cuidado Animal,ЖИВОТНЫХ ЗАЩИТЫ КОМИТЕТЫ,Comités de Atención Animal,Djurskyddskommitteer,,Dyrevernnemnder,Commissies voor dierenzorg,
C0038088,Srí Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,ШРИ ЛАНКА,Sri Lanka,Sri Lanka,,Sri Lanka,Sri Lanka,
C0009181,kokarcinogeneze,Cocarcinogenesis,Kokarsinogeneesi,Cocancérogenèse,Kokarzinogenese,Cocancerogenesi,Kokarcynogeneza,Cocarcinogênese,КОКАНЦЕРОГЕНЕЗ,Cocarcinogénesis,Kokarcinogenes,,Kokarsinogenese,"Genese, cocarcino-",
C0031626,kyseliny fosfinové,Phosphinic Acids,Fosfiinihapot,Acides phosphiniques,Phosphinsäuren,Acidi fosfinici,Kwasy fosfinowe,Ácidos Fosfínicos,ФОСФИНОВЫЕ КИСЛОТЫ,Ácidos Fosfínicos,Fosfinsyror,,Fosfinsyrer,,
C1827449,vysazování léků,Drug Tapering,,Diminution progressive de la dose du médicament,Ausschleichen von Medikamenten,,Zmniejszanie dawki leku,Redução da Medicação,СНИЖЕНИЕ ДОЗЫ ПРЕПАРАТА,Reducción Gradual de Medicamentos,Utsättning av läkemedel,,,,
C0996960,Mimulus,Mimulus,Mimulus,Mimulus,Mimulus,Mimulus,Kroplik,Mimulus,ОБЕЗЬЯНИЙ ЦВЕТОК,Mimulus,Mimulus,,Mimulus,Mimulus,
C0015544,neprospívání,Failure to Thrive,Lapsen huono menestyminen,Retard de croissance staturo-pondérale,Gedeihstörung,Deficit di accrescimento ponderale,Niedomoga rozwoju fizycznego,Insuficiência de Crescimento,ЗАДЕРЖКА ФИЗИЧЕСКОГО РАЗВИТИЯ,Insuficiencia de Crecimiento,Brist på tillväxt,,Manglende tilvekst,Vertraagde groei,
C0242938,Prevotella intermedia,Prevotella intermedia,Prevotella intermedia,Prevotella intermedia,Prevotella intermedia,Prevotella intermedia,Prevotella intermedia,Prevotella intermedia,PREVOTELLA INTERMEDIA,Prevotella intermedia,Prevotella intermedia,,Prevotella intermedia,Prevotella intermedia,
C0013714,EGTA,Egtazic Acid,Egtaasihappo,Acide egtazique,Acidum egtazicum,Acido egtazico,Kwas egtazowy,Ácido Egtázico,ЭТИЛЕНГЛИКОЛЬТЕТРАУКСУСНАЯ КИСЛОТА,Ácido Egtácico,EGTA,,,,
C0012524,katecholoxidasa,Catechol Oxidase,Katekolioksidaasi,Catechol oxidase,Katechol-Oxidase,Catecolo ossidasi,Oksydaza katecholowa,Catecol Oxidase,КАТЕХОЛОКСИДАЗА,Catecol Oxidasa,Katekoloxidas,,,,
C1135875,,,,,,,,,,,,,,Agelaea,
C0741160,,,,,,,,,,,,,,"Aneurysma aortae, geruptureerd",
C0028599,konformace nukleové kyseliny,Nucleic Acid Conformation,Nukleiinihappokonformaatio,Conformation d'acide nucléique,Nucleinsäurekonformation,Conformazione dell'acido nucleico,Konformacja kwasu nukleinowego,Conformação de Ácido Nucleico,НУКЛЕИНОВЫХ КИСЛОТ КОНФОРМАЦИЯ,Conformación de Ácido Nucleico,Nukleinsyrakonfiguration,,Not Translated[Nucleic Acid Conformation],"Conformatie, nucleïnezuur-",
C0008096,výjimečné dítě,"Child, Exceptional",Poikkeukselliset lapset,Enfant exceptionnel,"Kind, auffälliges",Bambino prodigio,Dzieci wyjątkowe,Criança com Deficiência Intelectual,ДЕТИ ИСКЛЮЧИТЕЛЬНЫЕ,Niño Excepcional,Barn med speciella behov,"Not Translated[Child, Exceptional]",Spesielt barn,"Kind, bijzonder",
C0011627,dermatologie,Dermatology,Dermatologia,Dermatologie,Dermatologie,Dermatologia,Dermatologia,Dermatologia,ДЕРМАТОЛОГИЯ,Dermatología,Dermatologi,DERMATOLOGIJA,Dermatologi,Dermatologie,
C0025597,metestrus,Metestrus,Metestrus,Métoestrus,Metöstrus,Metaestro,Okres porujowy,Metestro,МЕТАЭСТРУС,Metestro,Efterbrunst,,Etterbrunst,Metoestrus,
C0282299,toxikokinetika,Toxicokinetics,,Toxicocinétique,Toxikokinetik,Tossicocinetica,Toksykokinetyka,Toxicocinética,ТОКСИКОКИНЕТИКА,Toxicocinética,Toxikokinetik,,Toksikokinetikk,,
C0085120,rodičovská dovolená,Parental Leave,Vanhempainloma,Congé parental,Elternurlaub,Congedo parentale,Zwolnienie na opiekę nad dzieckiem,Licença Parental,ОТПУСК ДЕКРЕТНЫЙ И ПО УХОДУ ЗА БОЛЬНЫМ РЕБЕНКОМ,Permiso Parental,Föräldraledighet,,Foreldrepermisjon,Ouderschapsverlof,
C1135848,,,,,,,,,,,,,,Sedimentation field flow fractionation,
C0474820,paragangliom středního ucha,Glomus Tympanicum Tumor,Täryontelokeräsen kasvain,Tumeur du glomus tympanique,Glomus-tympanicum-Tumor,Tumore del Glomus Tympanicum,Guz kłębka bębenkowego,Tumor de Glomo Timpânico,ГЛОМУСА ВИСОЧНОГО НОВООБРАЗОВАНИЯ,Tumor del Glomo Timpánico,Glomus tympanicum-tumör,,Glomus tympanicum-svulst,Glomus tympanicum-tumor,
C1071820,Anoxybacillus,Anoxybacillus,,Anoxybacillus,Anoxybacillus,Anoxybacillus,Anoxybacillus,Anoxybacillus,ANOXYBACILLUS,Anoxybacillus,Anoxybacillus,,Anoxybacillus,,
C0004360,autobiografie,Autobiography,,Autobiographie,Autobiographie,Autobiografia,Autobiografie-typ publikacji,Autobiografia,АВТОБИОГРАФИЯ,Autobiografía,Självbiografi [Publikationstyp],AUTOBIOGRAFIJA,Selvbiografi,,
C0006505,butylaminy,Butylamines,Butyyliaminit,Butylamines,Butylamine,Butilamine,Butyloaminy,Butilaminas,БУТИЛАМИНЫ,Butilaminas,Butylaminer,,,,
C0017406,ganglion geniculatum,Geniculate Ganglion,Polvekehermosolmu,Ganglion géniculé,Ganglion geniculi,Ganglio genicolato,Zwój kolanka,Gânglio Geniculado,КОЛЕНЧАТЫЙ ГАНГЛИЙ,Ganglio Geniculado,Geniculatumganglion,,Ganglion geniculi,Ganglion geniculi,
C0014665,herpesvirus 1 koní,"Herpesvirus 1, Equid",Hevosen herpesvirus 1,Herpèsvirus équin de type 1,"Herpesvirus 1, equines",Herpesvirus 1 degli equini,Herpeswirus 1 koni,Herpesvirus Equídeo 1,ГЕРПЕСВИРУС 1 ЛОШАДЕЙ,Herpesvirus Équido 1,Herpesvirus 1 hos häst,,Herpesvirus 1 hos hest,"Virus 1, paardenherpes-",
C0015825,fenestrace,"Fenestration, Labyrinth",Sisäkorvan fenestraatio,Fenestration du labyrinthe,Labyrinthfenestration,Fenestrazione labirintica,Wytworzenie okienka w błędniku,Fenestração do Labirinto,ФЕНЕСТРАЦИЯ ЛАБИРИНТА,Fenestración del Laberinto,Fönsteroperation,FENESTRIRANJE LABIRINTA,Labyrintfenestrering,"Fenestratie, labyrint-",
C0022765,,,,,,,,,,,,,,Syndroom van Köhler,
C0035712,RNA transferová Ala,"RNA, Transfer, Ala",Ala-siirtäjä-RNA,ARN de transfert de l'alanine,"RNA, Transfer-, Ala-",RNA transfer dell'alanina,RNA przenoszący alaninę,RNA de Transferência de Alanina,РНК ТРАНСПОРТНАЯ АЛАНИН-СПЕЦИФИЧНАЯ,ARN de Transferencia de Alanina,"RNA, transfer, Ala",,,,
C0036323,schistosomóza,Schistosomiasis,Skistosomiaasi,Schistosomiase,Schistosomiasis,Schistosomiasi,Schistosomoza,Esquistossomose,ШИСТОСОМОЗ,Esquistosomiasis,Snäckfeber,SHISTOSOMIJAZA,Schistosomiasis,Bilharziasis,
C0206757,anorganické sloučeniny uhlíku,"Carbon Compounds, Inorganic",Epäorgaaniset hiiliyhdisteet,Composés inorganiques du carbone,"Kohlenstoffverbindungen, anorganische",Composti inorganici di carbonio,Węgla związki nieorganiczne,Compostos Inorgânicos de Carbono,УГЛЕРОДА СОЕДИНЕНИЯ НЕОРГАНИЧЕСКИЕ,Compuestos Inorgánicos de Carbono,"Kolföreningar, oorganiska","Not Translated[Carbon Compounds, Inorganic]",Uorganiske karbonforbindelser,,
C1257845,,,,,,,,,,,,,,"Enteritis, pseudomembraneuze",
C0040429,hrot zubního kořene,Tooth Apex,Hammasjuuren kärki,Apex de la racine de la dent,Zahnwurzelspitze,Apice dentale,Wierzchołek korzenia zęba,Ápice Dentário,ЗУБА КОРНЯ ВЕРХУШКА,Ápice del Diente,Tandrotsspets,,Tannrotspiss,Wortelpunt,
C0012132,dideoxycytidin,Zalcitabine,Tsalsitabiini,Zalcitabine,Zalcitabin,Zalcitabina,Zalcytabina,Zalcitabina,ДИДЕЗОКСИЦИТИДИН,Zalcitabina,Zalcitabin,,,,
C0015767,virus kočičí leukemie,"Leukemia Virus, Feline",Kissan leukemiavirus,Virus de la leucémie féline,"Leukämievirus, felines",Virus della leucemia felina,Wirusy białaczek kotów,Vírus da Leucemia Felina,ЛЕЙКОЗА КОШАЧЬИХ ВИРУС,Virus de la Leucemia Felina,Kattleukemivirus,,Leukemivirus hos katt,"Virus, kattenleukemie-",
C1080953,Epichloe,Epichloe,,Epichloe,Epichloe,Epichloe,Epichloe,Epichloe,EPICHLOE,Epichloe,Epichloe,,Epichloe,,
C0028713,výživa - přehledy,Nutrition Surveys,Ravitsemustutkimukset,Enquêtes nutritionnelles,Ernährungserhebung,Indagini nutrizionali,Ocena stanu odżywienia,Inquéritos Nutricionais,ПИТАНИЯ КОНТРОЛЬ,Encuestas Nutricionales,Näringsundersökningar,"PREHRAMBENO STANJE STANOVNIŠTVA, SUSTAVNO PRAĆENJE",Ernæringsundersøkinger,Voedingsonderzoek,
C0021440,intravenózní infuze,"Infusions, Intravenous",Laskimonsisäiset infuusiot,Perfusions veineuses,"Infusionen, intravenöse",Infusioni endovenose,Wlew dożylny,Infusões Intravenosas,ИНФУЗИИ ВНУТРИВЕННЫЕ,Infusiones Intravenosas,Intravenösa infusioner,"INFUZIJE, INTRAVENOZNE",Intravenøse infusjoner,Intraveneuze infusies,
C0008136,,,,,,,,,,,,,,Chironomus,
C0075210,kombinace léků ethinylestradiol a norgestrel,Ethinyl Estradiol-Norgestrel Combination,Etinyyliestradioli-norgestreeliyhdistelmä,Association éthinyl oestradiol-norgestrel,Ethinyl-Östradiol-Norgestrel-Kombination,Associazione etinilestradiolo-norgestrel,Połączenie etynolestradiolu z norgestrelem,Combinação Etinil Estradiol e Norgestrel,ЭТИНИЛЭСТРАДИОЛ-НОРГЕСТРЕЛА СОЕДИНЕНИЯ,Combinación Etinil Estradiol-Norgestrel,Etinylestradiol-norgestrelkombination,,Etinyløstradiol-norgestrel-kombinasjon,,
C0021028,imunoglobuliny - alfa-řetězce,Immunoglobulin alpha-Chains,Alfaketjuimmunoglobuliinit,Chaines alpha des immunoglobulines,"Immunglobuline, Alpha-Ketten-",Immunoglobuline a catene alfa,Łańcuch alfa immunoglobulin,Cadeias alfa de Imunoglobulina,ИММУНОГЛОБУЛИНОВ АЛЬФА-ЦЕПИ,Cadenas alfa de Inmunoglobulina,"Immunglobulin, alfakedja",,,,
C0206134,sloučeniny sodíku,Sodium Compounds,Natriumyhdisteet,Composés du sodium,Natriumverbindungen,Composti di sodio,Sodu związki,Compostos de Sódio,НАТРИЯ СОЕДИНЕНИЯ,Compuestos de Sodio,Natriumföreningar,Not Translated[Sodium Compounds],Natriumforbindelser,,Not Translated[Sodium Compounds]
C2936588,thienopyridiny,Thienopyridines,,Thiénopyridines,Thienopyridine,Tienopiridine,Tienopirydyny,Tienopiridinas,ТИЕНОПИРИДИНЫ,Tienopiridinas,Tienopyridiner,Not Translated[Thienopyridines],,,
C0172870,přenašeč glukosy typ 5,Glucose Transporter Type 5,Tyypin 5 glukoosinkuljettaja,Transporteur de glucose de type 5,Glucose-Transporter Typ 5,"Trasportatore del glucosio, tipo 5",Transporter glukozy typ 5,Transportador de Glucose Tipo 5,ГЛЮКОЗЫ ПЕРЕНОСЧИК ТИПА 5,Transportador de Glucosa de Tipo 5,GLUT5-protein,,,,
C0039338,poruchy chuti,Taste Disorders,Makuaistin häiriöt,Troubles du goût,Geschmacksstörungen,Disturbi della percezione gustativa,Zaburzenia smaku,Distúrbios do Paladar,ВКУСА РАССТРОЙСТВА,Trastornos del Gusto,Smakstörningar,,Smaksforstyrrelser,"Stoornis, smaak-",
C0023546,leukotrien B4,Leukotriene B4,Leukotrieeni B4,Leucotriène B4,Leukotrien B4,Leucotriene B4,Leukotrieny B4,Leucotrieno B4,ЛЕЙКОТРИЕН В4,Leucotrieno B4,Leukotrien B4,LEUKOTRIEN B4,,,
C0524719,,,,,,,,,,,,,,Endomorf,
C3178951,aplikace oční,"Administration, Ophthalmic",,Administration par voie ophtalmique,"Applikation, ophthalmische",Somministrazione oftalmica,Podawanie do oka,Administração Oftálmica,ВВЕДЕНИЕ ЛЕКАРСТВ В ГЛАЗА,Administración Oftálmica,Läkemedelstillförsel genom ögat,,Oftalmisk administrering,,
C1513882,National Cancer Institute (U.S.),National Cancer Institute (U.S.),National Cancer Institute (U.S.),National Cancer Institute (USA),National Cancer Institute (U.S.),National Cancer Institute (U.S.),National Cancer Institute (U.S.),National Cancer Institute (U.S.),НАЦИОНАЛЬНЫЙ ИНСТИТУТ ОНКОЛОГИИ (США),National Cancer Institute (U.S.),National Cancer Institute (U.S.),,"National Cancer Institute, USA",,
C0020592,hypnotika a sedativa,Hypnotics and Sedatives,Hypnootit ja sedatiivit,Hypnotiques et sédatifs,Hypnotika und Sedativa,Ipnotici e sedativi,Leki nasenne i uspokajające,Hipnóticos e Sedativos,СНОТВОРНЫЕ И СЕДАТИВНЫЕ СРЕДСТВА,Hipnóticos y Sedantes,Sömn- och rogivande medel,HIPNOTICI I SEDATIVI,,,
C0024864,Masonův-Pfizerův opičí virus,Mason-Pfizer monkey virus,Mason-Pfizerin apinavirus,Virus Mason-Pfizer du singe,Mason-Pfizer-Affenvirus,Virus Mason-Pfizer della scimmia,Wirus Masona-Pfizera małp,Vírus dos Macacos de Mason-Pfizer,МЭЗОН-ПФАЙЗЕРА ВИРУС ОБЕЗЬЯН,Virus del Mono Mason-Pfizer,Mason-Pfizer-apvirus,,,"Virus, Aapen-Mason-Pfizer-",
C1527387,,,,,,,,,,,,,,Impedantiemetrie,
C0376470,Totivirus,Totivirus,Totivirus,Totivirus,Totivirus,Totivirus,Totivirus,Totivirus,TOTIVIRUS,Totivirus,Totivirus,,Totivirus,"Virus, Toti-",
C0011391,leštění zubů,Dental Polishing,Hampaiden kiillotus,Polissage dentaire,Zahnpolitur,Lucidatura dentale,Polerowanie zęba,Polimento Dentário,ЗУБОПРОТЕЗНОЕ И ПЛОМБИРОВОЧНОЕ ШЛИФОВАНИЕ,Pulido Dental,Tandputsning,,"Puss og polering, dental","Polijsten, tandheelkundig",
C0153601,,,,,,,,,,,,,,Tumor van de penis,
C0022260,isotonické roztoky,Isotonic Solutions,Isotoniset liuokset,Solution isotonique,Isotone Lösungen,Soluzioni isotoniche,Roztwory izotoniczne,Soluções Isotônicas,ИЗОТОНИЧЕСКИЕ РАСТВОРЫ,Soluciones Isotónicas,Isotona lösningar,,Isotone oppløsninger,,
C0034993,rehabilitační centra,Rehabilitation Centers,Kuntoutuskeskukset,Centres de rééducation et de réadaptation,Rehabilitationszentren,Centri di riabilitazione,Ośrodki rehabilitacji,Centros de Reabilitação,РЕАБИЛИТАЦИИ ЦЕНТРЫ,Centros de Rehabilitación,Rehabiliteringscentra,REHABILITACIJSKI CENTRI,Rehabiliteringssentre,Revalidatiecentrum,
C0021510,inkoust,Ink,Muste,Encre,Tinte,Inchiostro,Farba drukarska,Tinta,ЧЕРНИЛА,Tinta,Bläck,,Blekk,Inkt,
C0008076,poradenství pro děti,Child Guidance,Kasvatusneuvonta,Guidance infantile,Erziehungsberatung,Assistenza all'infanzia,Poradnictwo dziecięce,Orientação Infantil,ПСИХОПЕДИАТРИЯ,Orientación Infantil,Barn- och ungdomspsykiatrisk vård,,Psykisk helsevern for barn og unge,Opvoedkunde,
C0039741,thanatologie,Thanatology,Tanatologia,Thanatologie,Thanatologie,Tanatologia,Tanatologia,Tanatologia,ТАНАТОЛОГИЯ,Tanatología,Tanatologi,,Tanatologi,Thanatologie,
C0072301,receptory prostaglandinů E,"Receptors, Prostaglandin E",Prostaglandiini E-reseptorit,Récepteur prostaglandine E,"Rezeptoren, Prostaglandin-E-",Recettori della prostaglandina E,Receptory prostaglandyny E,Receptores de Prostaglandina E,РЕЦЕПТОРЫ ПРОСТАГЛАНДИНА E,Receptores de Prostaglandina E,Prostaglandin E-receptorer,RECEPTORI PROSTAGLANDINA E,,,
C0016801,fumaráty,Fumarates,Fumaraatit,Fumarates,Fumarate,Fumarati,Fumarany,Fumaratos,ФУМАРАТЫ,Fumaratos,Fumarater,,Not Translated[Fumarates],,
C1135828,Hippocastanaceae,Hippocastanaceae,Hevoskastanjakasvit,Hippocastanaceae,Hippocastanaceae,Hippocastanaceae,Kasztanowcowate,Hippocastanaceae,HIPPOCASTANACEAE,Hippocastanaceae,Hippocastanaceae,,Hippocastanaceae,Hippocastanaceae,
C0040761,transpozice velkých cév,Transposition of Great Vessels,Valtasuonten vaihtuminen,Transposition des gros vaisseaux,Transposition der großen Gefäße,Trasposizione dei grossi vasi,Przełożenie pni tętniczych,Transposição dos Grandes Vasos,ТРАНСПОЗИЦИЯ МАГИСТРАЛЬНЫХ СОСУДОВ,Transposición de los Grandes Vasos,Transposition av de stora kärlen,,Transposisjon av de store arteriene,"Arterie, transpositie grote",
C5392079,obranné mechanismy proti býložravcům,Plant Defense Against Herbivory,,Défense des plantes contre les herbivores,Pflanzenabwehr gegen Pflanzenfresser,,Obrona roślin przed roślinożercami,Defesa das Plantas contra Herbivoria,ЗАЩИТА РАСТЕНИЙ ОТ ТРАВОЯДНЫХ,Defensa de la Planta contra la Herbivoria,Växters försvar mot växtätare,,,,
C1720973,signální adaptorový protein CRADD,CRADD Signaling Adaptor Protein,CRADD Signaling Adaptor Protein,Protéine adaptatrice de signalisation CRADD,CRADD-Signal-Adaptor-Protein,Proteina adattatrice del dominio CRADD,Białko adaptorowe przekazujące sygnał CRADD,Proteína Adaptadora de Sinalização CRADD,CRADD СИГНАЛЬНЫЙ АДАПТЕРНЫЙ БЕЛОК,Proteína Adaptadora de Señalización CRADD,Not Translated[CRADD Signaling Adaptor Protein],"ADAPTORSKI SIGNALNI PROTEIN, CRADD",,,
C0020289,hydrolasy,Hydrolases,Hydrolaasit,Hydrolases,Hydrolasen,Idrolasi,Hydrolazy,Hidrolases,ГИДРОЛАЗЫ,Hidrolasas,Hydrolaser,Not Translated[Hydrolases],Hydrolaser,,
C3494454,siglec lektiny,Sialic Acid Binding Immunoglobulin-like Lectins,,Lectines liant l'acide sialique apparentées aux immunoglobulines,Sialinsäure-bindende Ig-ähnliche Lektine,Lectine immunoglobulino-simili leganti l'acido sialico,Lektyny Siglec,Lectinas Semelhantes a Imunoglobulina de Ligação ao Ácido Siálico,СИАЛОВУЮ КИСЛОТУ СВЯЗЫВАЮЩИЕ ИММУНОГЛОБУЛИН-ПОДОБНЫЕ ЛЕКТИНЫ,Lectinas Similares a la Inmunoglobulina de Unión a Ácido Siálico,Sialinsyrabindande Immunglobulin-liknande lektiner,,,,
C0751200,,,,,,,,,,,,,,Experimenteel neurologisch hogedruksyndroom,
C0524855,Methanomicrobiaceae,Methanomicrobiaceae,Methanomicrobiaceae,Methanomicrobiaceae,Methanomicrobiaceae,Methanomicrobiaceae,Methanomicrobiaceae,Methanomicrobiaceae,METHANOMICROBIACEAE,Methanomicrobiaceae,Methanomicrobiaceae,,Methanomicrobiaceae,Methanomicrobiaceae,
C3494445,N-terminální acetyltransferáza A,N-Terminal Acetyltransferase A,,N-terminal acetyltransferase A,N-terminale Acetyltransferase A,N-terminale acetiltransferasi A,Acetylotransferaza N-końcowa A,Acetiltransferase N-Terminal A,N-КОНЦЕВАЯ АЦЕТИЛТРАНСФЕРАЗА A,Acetiltransferasa A N-Terminal,N-terminalacetyltransferas A,,,,
